-0.01733398,-0.01550293,1.02600098
-0.01672363,-0.01489258,1.02697754
-0.01696777,-0.01464844,1.02514648
-0.01708984,-0.01550293,1.02648926
-0.01745605,-0.01464844,1.02697754
-0.01745605,-0.01538086,1.02563477
-0.01733398,-0.01550293,1.02600098
-0.01733398,-0.01562500,1.02648926
-0.01794434,-0.01574707,1.02819824
-0.01733398,-0.01489258,1.02478027
-0.01708984,-0.01550293,1.02404785
-0.01745605,-0.01623535,1.02770996
-0.01977539,-0.01647949,1.02893066
-0.11010742,-0.00231934,1.02526855
-0.33166504,-0.04492187,1.02416992
-0.38525391,-0.02856445,1.02685547
-0.22180176,-0.03417969,1.02185059
-0.18615723,-0.01977539,1.03039551
-0.09375000,0.00219727,1.02709961
-0.07275391,-0.01635742,1.02014160
0.10375977,-0.02111816,1.02319336
0.23327637,-0.00805664,1.03198242
0.22558594,-0.01708984,1.02722168
0.32666016,0.01379395,1.02746582
0.43786621,0.02563477,1.02905273
0.31274414,0.00000000,1.02941895
0.52429199,-0.01220703,1.02551270
0.15405273,0.03125000,1.02014160
0.01123047,-0.03405762,1.03393555
0.18420410,0.01330566,1.02770996
0.16821289,-0.01440430,1.03320312
-0.08435059,-0.02539063,1.02990723
-0.34594727,-0.05883789,1.02612305
-0.46032715,-0.02880859,1.02368164
-0.52221680,-0.03381348,1.02270508
-0.36181641,-0.03869629,1.02819824
-0.42773438,-0.04870605,1.02575684
-0.37414551,-0.04248047,1.02880859
-0.25573730,-0.06018066,1.02246094
-0.14257812,-0.04138184,1.02099609
-0.03479004,-0.01953125,1.01489258
0.05200195,-0.02807617,1.02282715
0.13244629,-0.01562500,1.01672363
0.53710937,-0.02307129,1.03723145
0.73645020,-0.06335449,1.02148437
0.59179687,0.02404785,1.02990723
0.40222168,-0.04089355,1.02539062
0.35620117,-0.05334473,1.02709961
0.22058105,0.04589844,1.02111816
-0.12976074,-0.05041504,1.01440430
-0.36889648,-0.01464844,1.02185059
-0.40563965,-0.02709961,1.02319336
-0.45153809,-0.01257324,1.02770996
-0.49414063,0.00244141,1.02905273
-0.56091309,-0.06811523,1.02441406
-0.42089844,-0.05078125,1.02185059
-0.33715820,-0.05737305,1.03283691
-0.17443848,-0.01928711,1.02087402
-0.03649902,-0.02282715,1.01464844
0.05688477,-0.03051758,1.02026367
0.16918945,-0.03198242,1.03247070
0.36425781,0.00036621,1.02868652
0.63073730,0.02026367,1.02636719
0.40441895,-0.03198242,1.02465820
0.60217285,0.08068848,1.02709961
0.34606934,-0.13061523,1.02905273
0.10314941,0.02844238,1.00939941
0.05346680,-0.04016113,1.02246094
0.10217285,-0.01281738,1.02539062
-0.08801270,-0.02136230,1.03076172
-0.29199219,-0.02197266,1.02233887
-0.32153320,-0.00891113,1.02819824
-0.24560547,0.01391602,1.02624512
-0.18859863,-0.02941895,1.02624512
-0.25183105,0.00048828,1.02624512
-0.17358398,-0.01867676,1.02636719
-0.01501465,-0.01928711,1.02624512
-0.01574707,-0.02014160,1.02587891
-0.01477051,-0.02111816,1.02636719
-0.01428223,-0.02294922,1.02478027
-0.01403809,-0.02392578,1.02587891
-0.01489258,-0.02319336,1.02832031
-0.01525879,-0.02111816,1.02600098
-0.01574707,-0.01965332,1.02612305
-0.01660156,-0.01928711,1.02648926
-0.01623535,-0.01904297,1.02624512
-0.01635742,-0.01879883,1.02636719
-0.01623535,-0.01843262,1.02612305
-0.01635742,-0.01855469,1.02624512
-0.01623535,-0.01831055,1.02624512
-0.01586914,-0.01818848,1.02612305
-0.01635742,-0.01770020,1.02563477
-0.01635742,-0.01867676,1.02575684
-0.01599121,-0.01879883,1.02661133
-0.01635742,-0.01867676,1.02709961
-0.01635742,-0.01782227,1.02563477
-0.01660156,-0.01831055,1.02673340
-0.01623535,-0.01806641,1.02600098
-0.01647949,-0.01794434,1.02551270
-0.01623535,-0.01794434,1.02783203
-0.01599121,-0.01843262,1.02453613
-0.01794434,-0.01770020,1.02819824
-0.01574707,-0.01770020,1.02551270
-0.01684570,-0.01794434,1.02636719
